====================== TABLE 1: ALPHABETICAL TICKER ORDER ======================

Symbol  | Trailing  Forward   Blended  | P/B Ratio  P/S Ratio | Final Value
AKFGY   |      6.20       N/A      6.20  |       0.30       6.17 |       0.4717
ASGYO   |      1.46       N/A      1.46  |       0.31      37.03 |       0.9127
ISBIR   |     93.20       N/A     93.20  |       0.31       0.25 |       2.9190
PNSUT   |       N/A     13.72       N/A  |       0.32       0.26 |       3.1237
SRVGY   |      3.72       N/A      3.72  |       0.33       2.20 |       0.3322
VESTL   |       N/A      2.84       N/A  |       0.33       0.08 |       3.1220
SISE    |     11.90      4.23      9.60  |       0.33       0.60 |       0.4771
AGYO    |     30.62       N/A     30.62  |       0.33        N/A |       1.2844
OZKGY   |       N/A      1.62       N/A  |       0.34       3.66 |       3.2003
BERA    |       N/A       N/A       N/A  |       0.34       0.57 |       3.1394
GOZDE   |       N/A       N/A       N/A  |       0.34   19684.86 |     396.8275
VKGYO   |     12.41       N/A     12.41  |       0.35       6.69 |       0.6885
EDIP    |      4.43       N/A      4.43  |       0.35       3.14 |       0.3871
MARTI   |     86.00       N/A     86.00  |       0.35       1.60 |       2.7560
VRGYO   |       N/A       N/A       N/A  |       0.35      10.43 |       3.3446
KZGYO   |       N/A       N/A       N/A  |       0.36        N/A |       3.3370
IHEVA   |       N/A       N/A       N/A  |       0.36       0.20 |       3.1421
ADESE   |      2.75       N/A      2.75  |       0.36       3.73 |       0.3424
PETUN   |     17.41       N/A     17.41  |       0.37       0.34 |       0.7219
USAK    |       N/A       N/A       N/A  |       0.37       0.74 |       3.1615
GLRYH   |      3.18       N/A      3.18  |       0.37       0.06 |       0.3003
LRSHO   |       N/A       N/A       N/A  |       0.38       0.39 |       3.1583
OSTIM   |       N/A       N/A       N/A  |       0.39       3.53 |       3.2258
MOGAN   |     15.49       N/A     15.49  |       0.39       2.55 |       0.7221
RUBNS   |       N/A       N/A       N/A  |       0.39       0.87 |       3.1744
HLGYO   |      2.81       N/A      2.81  |       0.41       2.30 |       0.3293
AYDEM   |       N/A      3.44       N/A  |       0.43       1.46 |       3.2051
KZBGY   |     12.80       N/A     12.80  |       0.43       6.32 |       0.7379
RGYAS   |      3.45       N/A      3.45  |       0.43       4.63 |       0.4230
AKFYE   |     20.26       N/A     20.26  |       0.44       4.53 |       0.9278
CANTE   |       N/A       N/A       N/A  |       0.44       2.05 |       3.2245
ATEKS   |      1.69       N/A      1.69  |       0.44       4.32 |       0.3059
PENGD   |       N/A       N/A       N/A  |       0.45       0.62 |       3.2003
ISGYO   |       N/A     60.42       N/A  |       0.46       8.67 |       3.3654
VERTU   |       N/A       N/A       N/A  |       0.46        N/A |       3.3941
GSDHO   |     60.70       N/A     60.70  |       0.46       1.02 |       2.0592
AKSGY   |      7.21       N/A      7.21  |       0.47       5.04 |       0.5691
ALGYO   |       N/A       N/A       N/A  |       0.47      14.35 |       3.4846
KRTEK   |   1154.00       N/A   1154.00  |       0.48       0.56 |      34.2157
DEVA    |       N/A       N/A       N/A  |       0.49       0.72 |       3.2254
ENTRA   |       N/A       N/A       N/A  |       0.49       4.57 |       3.3035
BESLR   |     17.54       N/A     17.54  |       0.49       0.28 |       0.7932
NUGYO   |       N/A       N/A       N/A  |       0.50       5.22 |       3.3189
CATES   |      4.89       N/A      4.89  |       0.50       0.86 |       0.4350
ULUFA   |       N/A       N/A       N/A  |       0.50        N/A |       3.4183
AVPGY   |     15.09       N/A     15.09  |       0.51       3.15 |       0.7902
BLCYT   |     15.90       N/A     15.90  |       0.52       4.08 |       0.8325
ULUUN   |    117.25       N/A    117.25  |       0.52       0.10 |       3.7342
TSPOR   |       N/A       N/A       N/A  |       0.52       2.60 |       3.2773
DYOBY   |       N/A       N/A       N/A  |       0.52       0.47 |       3.2352
AYEN    |     42.34       N/A     42.34  |       0.52       1.31 |       1.5582
SAHOL   |     25.10      3.51     18.63  |       0.53       0.77 |       0.8528
TEKTU   |       N/A       N/A       N/A  |       0.53      23.16 |       3.6950
PSGYO   |      5.01       N/A      5.01  |       0.53      95.62 |       2.3504
ARSAN   |       N/A       N/A       N/A  |       0.53      41.60 |       4.0669
ALARK   |     25.49      4.18     19.10  |       0.53       5.10 |       0.9576
SNICA   |       N/A       N/A       N/A  |       0.54       0.79 |       3.2519
DZGYO   |      7.02       N/A      7.02  |       0.54      29.67 |       1.0964
BUCIM   |       N/A       N/A       N/A  |       0.54       0.71 |       3.2537
SILVR   |       N/A       N/A       N/A  |       0.54       0.58 |       3.2520
ISSEN   |       N/A       N/A       N/A  |       0.54       0.70 |       3.2544
EKGYO   |    259.25   1037.00    492.57  |       0.55       0.83 |      14.8045
A1YEN   |     18.62       N/A     18.62  |       0.55       3.77 |       0.9242
ESEN    |       N/A       N/A       N/A  |       0.55       4.68 |       3.3365
SEGYO   |       N/A       N/A       N/A  |       0.55       9.35 |       3.4334
YATAS   |     52.32     53.73     52.74  |       0.57       0.25 |       1.8688
PRKME   |       N/A       N/A       N/A  |       0.57       5.60 |       3.3694
AVTUR   |     12.23       N/A     12.23  |       0.58      28.49 |       1.2461
DOHOL   |     18.70    291.14    100.43  |       0.58       0.56 |       3.2833
OYLUM   |     98.25       N/A     98.25  |       0.58       0.85 |       3.2256
MHRGY   |      3.45       N/A      3.45  |       0.58      11.95 |       0.6079
RTALB   |      5.82       N/A      5.82  |       0.59       6.88 |       0.6314
TUKAS   |     20.73       N/A     20.73  |       0.59       1.19 |       0.9568
GOLTS   |    496.92       N/A    496.92  |       0.59       0.86 |      14.9578
BIENY   |       N/A       N/A       N/A  |       0.59       0.65 |       3.2795
DOAS    |     13.59      1.68     10.02  |       0.59       0.16 |       0.6241
AKENR   |       N/A       N/A       N/A  |       0.60       0.42 |       3.2772
KATMR   |     17.19       N/A     17.19  |       0.60       2.70 |       0.8873
AKYHO   |       N/A       N/A       N/A  |       0.61       5.92 |       3.3951
MSGYO   |     47.92       N/A     47.92  |       0.61       2.66 |       1.7984
MEPET   |       N/A       N/A       N/A  |       0.61       0.42 |       3.2866
PRDGS   |    143.00       N/A    143.00  |       0.62      40.75 |       5.3600
FRIGO   |       N/A       N/A       N/A  |       0.62       1.33 |       3.3092
KONTR   |       N/A       N/A       N/A  |       0.62       0.24 |       3.2883
PLTUR   |     10.57       N/A     10.57  |       0.62       0.71 |       0.6679
BEGYO   |       N/A       N/A       N/A  |       0.63      21.48 |       3.7163
RYGYO   |      3.78       N/A      3.78  |       0.63      14.99 |       0.7029
TATGD   |     13.63       N/A     13.63  |       0.63       0.58 |       0.7615
HATEK   |       N/A       N/A       N/A  |       0.64       1.07 |       3.3163
IHLAS   |       N/A       N/A       N/A  |       0.64       0.21 |       3.2991
AYGAZ   |      9.00     15.18     10.86  |       0.64       0.62 |       0.6859
TMSN    |       N/A       N/A       N/A  |       0.65       5.50 |       3.4074
DARDL   |       N/A       N/A       N/A  |       0.65       0.35 |       3.3081
KRGYO   |     11.39       N/A     11.39  |       0.65       8.66 |       0.8681
YESIL   |       N/A       N/A       N/A  |       0.65    -340.98 |       3.5013
AGHOL   |       N/A      0.23       N/A  |       0.66       0.12 |       3.3047
ENDAE   |       N/A       N/A       N/A  |       0.66       5.82 |       3.4194
GSDDE   |      9.09       N/A      9.09  |       0.67       3.06 |       0.6972
KLMSN   |       N/A       N/A       N/A  |       0.68       0.37 |       3.3197
HDFGS   |      3.36       N/A      3.36  |       0.68       2.34 |       0.4334
TRGYO   |     11.88      2.43      9.04  |       0.68       5.87 |       0.7568
KONKA   |       N/A       N/A       N/A  |       0.68       1.87 |       3.3525
KCHOL   |     20.20      6.49     16.09  |       0.69       0.18 |       0.8554
IZMDC   |       N/A       N/A       N/A  |       0.69       0.22 |       3.3243
ALBRK   |      2.46      4.37      3.04  |       0.69       0.78 |       0.3844
FADE    |     40.35       N/A     40.35  |       0.69       1.20 |       1.5922
AFYON   |     21.90       N/A     21.90  |       0.69       1.35 |       1.0526
AAGYO   |     88.50       N/A     88.50  |       0.69      11.82 |       3.2209
SASA    |       N/A       N/A       N/A  |       0.70       1.97 |       3.3633
TSGYO   |    333.00       N/A    333.00  |       0.70      17.39 |      10.5246
PAHOL   |     10.86       N/A     10.86  |       0.70       5.32 |       0.8121
AVGYO   |       N/A       N/A       N/A  |       0.71       6.97 |       3.4711
PETKM   |       N/A      4.56       N/A  |       0.71       0.52 |       3.3425
BOSSA   |     29.50       N/A     29.50  |       0.72       1.29 |       1.2885
KOCMT   |      8.00       N/A      8.00  |       0.72       0.55 |       0.6420
ORMA    |       N/A       N/A       N/A  |       0.72       1.11 |       3.3597
REEDR   |       N/A       N/A       N/A  |       0.72       3.85 |       3.4153
TSKB    |      3.04      3.60      3.20  |       0.72       1.79 |       0.4242
CEMTS   |       N/A       N/A       N/A  |       0.73       0.81 |       3.3582
SOKM    |       N/A      3.72       N/A  |       0.73       0.10 |       3.3453
CGCAM   |     16.65       N/A     16.65  |       0.74       3.31 |       0.9634
ODAS    |     40.10      7.65     30.36  |       0.75       1.25 |       1.3312
ULKER   |     11.24      3.50      8.92  |       0.76       0.34 |       0.6845
PGSUS   |     10.21      4.86      8.61  |       0.76       0.54 |       0.6824
TRILC   |       N/A       N/A       N/A  |       0.76       0.24 |       3.3645
TRCAS   |      7.69     31.40     14.80  |       0.77        N/A |       1.0590
ZEDUR   |     22.66       N/A     22.66  |       0.77      13.79 |       1.3660
BORSK   |       N/A       N/A       N/A  |       0.77       1.11 |       3.3882
ATAGY   |       N/A       N/A       N/A  |       0.77      12.92 |       3.6253
ECILC   |       N/A       N/A       N/A  |       0.78       5.27 |       3.4767
A1CAP   |      3.56       N/A      3.56  |       0.79       0.26 |       0.4333
INVEO   |    279.00       N/A    279.00  |       0.81     -19.84 |       8.8501
MERKO   |      2.01       N/A      2.01  |       0.81      19.39 |       0.7207
KTSKR   |       N/A       N/A       N/A  |       0.81       3.31 |       3.4538
SKTAS   |     17.57       N/A     17.57  |       0.82       1.15 |       0.9898
NATEN   |     92.57       N/A     92.57  |       0.82       4.04 |       3.2544
HUNER   |       N/A       N/A       N/A  |       0.82       4.12 |       3.4758
KORDS   |       N/A     27.50       N/A  |       0.83       0.45 |       3.4042
EUREN   |     23.53       N/A     23.53  |       0.83       1.18 |       1.1700
SELVA   |       N/A       N/A       N/A  |       0.83       1.10 |       3.4184
KRVGD   |     19.20       N/A     19.20  |       0.83       0.41 |       1.0287
ARCLK   |       N/A      6.51       N/A  |       0.83       0.13 |       3.4013
MNDTR   |      6.61       N/A      6.61  |       0.84       0.39 |       0.6457
IHLGM   |      3.88       N/A      3.88  |       0.85       1.07 |       0.4840
UNLU    |       N/A       N/A       N/A  |       0.85       0.06 |       3.4093
PAGYO   |      7.73       N/A      7.73  |       0.85      11.38 |       0.9234
AKMGY   |     14.55       N/A     14.55  |       0.85       8.07 |       1.0590
GOKNR   |     20.74       N/A     20.74  |       0.86       0.56 |       1.0942
KIMMR   |      5.69       N/A      5.69  |       0.87       0.26 |       0.5903
EYGYO   |       N/A       N/A       N/A  |       0.87       2.64 |       3.4710
DGGYO   |       N/A       N/A       N/A  |       0.87      11.25 |       3.6433
BRKO    |       N/A       N/A       N/A  |       0.87      12.20 |       3.6630
GSRAY   |       N/A       N/A       N/A  |       0.87       0.87 |       3.4384
ISCTR   |      4.85      2.92      4.27  |       0.88       0.93 |       0.5146
TTKOM   |      8.06      8.35      8.14  |       0.88       0.87 |       0.7433
YYLGD   |     22.00       N/A     22.00  |       0.88       0.49 |       1.1435
GWIND   |     16.65       N/A     16.65  |       0.89       4.80 |       1.0736
AGROT   |       N/A       N/A       N/A  |       0.89       2.94 |       3.4892
AVOD    |       N/A       N/A       N/A  |       0.89       0.66 |       3.4447
BRKSN   |     23.21       N/A     23.21  |       0.91       0.89 |       1.1986
CONSE   |     19.36       N/A     19.36  |       0.91       1.36 |       1.0950
ERBOS   |       N/A       N/A       N/A  |       0.91       0.62 |       3.4525
TCELL   |     12.80      8.63     11.55  |       0.91       0.95 |       0.8579
IMASM   |       N/A       N/A       N/A  |       0.91       1.02 |       3.4637
BNTAS   |     22.82       N/A     22.82  |       0.91       1.17 |       1.1974
SERNT   |       N/A       N/A       N/A  |       0.92       1.45 |       3.4744
ASUZU   |     16.71       N/A     16.71  |       0.92       0.51 |       1.0063
CEMAS   |       N/A       N/A       N/A  |       0.94       2.38 |       3.5061
KERVN   |      2.04       N/A      2.04  |       0.95  -23579.90 |       0.5703
EREGL   |    600.29      6.82    422.25  |       0.96       1.31 |      12.9711
FLAP    |       N/A       N/A       N/A  |       0.98       2.89 |       3.5385
VAKBN   |      4.23      5.84      4.71  |       0.98       1.31 |       0.5767
ISGSY   |       N/A       N/A       N/A  |       0.98        N/A |       3.6817
BASGZ   |     15.91       N/A     15.91  |       1.00       0.68 |       1.0299
PNLSN   |     11.19       N/A     11.19  |       1.00       1.05 |       0.8985
SEKFK   |      4.70       N/A      4.70  |       1.01       1.64 |       0.5882
MTRYO   |      4.85       N/A      4.85  |       1.01       0.08 |       0.5671
BMSCH   |    240.33       N/A    240.33  |       1.01       0.63 |       7.6350
QUAGR   |       N/A       N/A       N/A  |       1.01       0.98 |       3.5164
OYYAT   |      5.83       N/A      5.83  |       1.02       0.47 |       0.6402
ECZYT   |       N/A       N/A       N/A  |       1.02        N/A |       3.7010
BRISA   |       N/A      5.15       N/A  |       1.02       0.62 |       3.5139
BINHO   |       N/A       N/A       N/A  |       1.03        N/A |       3.7070
ATLAS   |      5.54       N/A      5.54  |       1.04       0.08 |       0.6210
YIGIT   |     18.10       N/A     18.10  |       1.05       0.60 |       1.1216
YUNSA   |     11.51       N/A     11.51  |       1.05       1.42 |       0.9462
DENGE   |       N/A       N/A       N/A  |       1.05       2.42 |       3.5692
ISFIN   |      3.61       N/A      3.61  |       1.05       2.66 |       0.5507
BOBET   |       N/A       N/A       N/A  |       1.06       0.65 |       3.5362
HKTM    |       N/A       N/A       N/A  |       1.06       1.34 |       3.5510
AEFES   |     14.54      0.70     10.39  |       1.06       0.51 |       0.8999
ZRGYO   |     10.84       N/A     10.84  |       1.06      23.44 |       1.3726
FORMT   |       N/A       N/A       N/A  |       1.06       2.70 |       3.5806
KRSTL   |      7.58       N/A      7.58  |       1.07       0.64 |       0.7699
OSMEN   |     15.50       N/A     15.50  |       1.07       0.12 |       1.0481
ATAKP   |       N/A       N/A       N/A  |       1.08       1.98 |       3.5757
ERCB    |       N/A       N/A       N/A  |       1.09       0.57 |       3.5496
ESCOM   |      3.22       N/A      3.22  |       1.09       1.92 |       0.5181
TUREX   |      2.82       N/A      2.82  |       1.09       1.00 |       0.4747
TUCLK   |       N/A       N/A       N/A  |       1.09       0.82 |       3.5565
SNPAM   |       N/A       N/A       N/A  |       1.10      19.49 |       3.9354
VAKFN   |      4.21       N/A      4.21  |       1.10       5.00 |       0.6470
